,model_id,auc,logloss
0,GBM_grid_0_AutoML_20190416_003232_model_2,0.94783,0.180976
5,XRT_0_AutoML_20190416_003232,0.941952,0.18505
6,DRF_0_AutoML_20190416_003232,0.9369780000000001,0.199699
7,GLM_grid_0_AutoML_20190416_003232_model_1,0.933566,0.21306
