,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_auc,validation_lift,validation_classification_error
0,,2019-04-14 16:58:48,32.331 sec,0.0,,,,,,,,,,
1,,2019-04-14 16:58:48,32.655 sec,1.0,0.32705693962732574,3.4709172918125986,0.7292216803657922,7.256813979329152,0.11390364188163885,0.3263086426861505,3.446030434443046,0.7203505971526908,4.568257580013858,0.11278792692613185
2,,2019-04-14 16:58:48,32.804 sec,2.0,0.32002481759366425,3.111026185107264,0.735899762759981,8.53649508553549,0.11774842044801838,0.29205950476422804,1.8097027634577894,0.7941886335956686,5.078747665196515,0.13089753772835583
3,,2019-04-14 16:58:48,32.929 sec,3.0,0.31134503161027616,2.6171368667830714,0.7577126323327635,8.825316668125966,0.12541728486646883,0.2765210905759513,0.986881167164767,0.8499291986650647,5.494791172508017,0.1375694996028594
4,,2019-04-14 16:58:48,33.062 sec,4.0,0.30579597242510675,2.353131185018057,0.7757863519523481,8.864249651482611,0.12654016757023165,0.26866529618329316,0.7190149200036066,0.8772674473072711,5.849918686594904,0.10945194598888007
5,,2019-04-14 16:58:49,33.222 sec,5.0,0.2981915506060142,2.018795257764532,0.796928104786822,8.886722855333966,0.12336139622496443,0.26354575055598656,0.5453069766960763,0.893295784223333,6.313037249283667,0.11691818903891978
6,,2019-04-14 16:58:49,33.335 sec,6.0,0.2907716151556026,1.7497776886740393,0.8156981960759778,8.909567901234567,0.12335338179402974,0.2605271965578816,0.4761581234068175,0.899847979346283,6.4418747441670074,0.1232724384432089
7,,2019-04-14 16:58:49,33.481 sec,7.0,0.28671457613634743,1.5559397950571943,0.8257479653621416,8.909567901234567,0.12357887898365034,0.2581710015575471,0.4122465848295433,0.9065005147559095,7.045800501432665,0.12343129467831612
8,,2019-04-14 16:58:49,33.644 sec,8.0,0.28023886996416136,1.335038701866842,0.8356104772282817,8.909567901234567,0.12182109194380224,0.2561842798121665,0.36006288498486083,0.9099945068812447,6.384867003068185,0.10770452740270056
9,,2019-04-14 16:58:49,33.808 sec,9.0,0.27664890956864774,1.1806495334862646,0.8455639056528034,8.909567901234567,0.12076443002714995,0.25407387417390714,0.32318260903109636,0.9134909307227111,6.265570803800332,0.11501191421763304
10,,2019-04-14 16:58:49,33.983 sec,10.0,0.27296418733166533,1.0397622718335189,0.8559710628545044,8.909567901234567,0.12087257957211386,0.25398153451764355,0.30273816439373236,0.915162287615193,6.5905333921093225,0.10214455917394757
11,,2019-04-14 16:58:50,34.154 sec,11.0,0.2703615991908415,0.934444108619328,0.8640849474908501,8.909567901234567,0.11980056483386214,0.25236061670703264,0.2617795788433412,0.9216402514036122,6.9374035706413935,0.10500397140587768
12,,2019-04-14 16:58:50,34.354 sec,12.0,0.26751552149511254,0.8416872910536134,0.8725879746366176,8.909567901234567,0.11738510245972933,0.25174347008180986,0.25090282034697375,0.9238689832303736,6.695645567422072,0.10818109610802223
13,,2019-04-14 16:58:50,34.544 sec,13.0,0.26495720251705357,0.7635867968461217,0.8804752743426679,8.909567901234567,0.11610057650899493,0.2505334362021293,0.24881351998656426,0.9250638517462025,7.014485832537408,0.10309769658459095
14,,2019-04-14 16:58:50,34.758 sec,14.0,0.26285289309762455,0.706062075111541,0.884682397261338,8.909567901234567,0.11138871538621695,0.2498584679358358,0.23821526504507562,0.9262236523557187,6.763968481375358,0.10436854646544877
15,,2019-04-14 16:58:50,34.986 sec,15.0,0.26111526221389225,0.6529235821768256,0.8893322778061373,8.909567901234567,0.1098550523614675,0.24976068403897939,0.23319289977302426,0.9272038899267055,6.910374725560972,0.10405083399523431
16,,2019-04-14 16:58:51,35.217 sec,16.0,0.25935282962876083,0.5928615767769484,0.8916777963622227,8.909567901234567,0.11363715127360943,0.249543544058668,0.22866965361276514,0.9268434839990519,6.889227156956383,0.10722795869737888
17,,2019-04-14 16:58:51,35.446 sec,17.0,0.258198856942055,0.562710653302974,0.8946772475917993,8.909567901234567,0.11380648738563903,0.24894789886451021,0.22734217578443597,0.9277155741947308,7.157638604630008,0.11596505162827642
18,,2019-04-14 16:58:51,35.691 sec,18.0,0.25680388600658527,0.5224129975068625,0.9001297125480382,8.909567901234567,0.11274730605315131,0.249150717900495,0.22758778309735242,0.927489296609471,7.10558305114179,0.10548054011119937
19,,2019-04-14 16:58:51,35.945 sec,19.0,0.25572476797169913,0.4868323582117741,0.9033582896717857,8.909567901234567,0.11245452970725793,0.2483885120064882,0.22643435068891,0.9282774286060942,6.890634557805608,0.10611596505162828
20,,2019-04-14 16:58:52,36.192 sec,20.0,0.25447170013760434,0.45665829483749804,0.9073071824718916,8.909567901234567,0.11238134829903693,0.24776674525441184,0.2212014630298731,0.929491110925675,6.763968481375358,0.10675138999205719
21,,2019-04-14 16:58:53,37.905 sec,50.0,0.24440578942948427,0.2275825218597749,0.9334673066167194,8.909567901234567,0.10146534104687013,0.24355213028383865,0.18609139735817476,0.9380298901427443,7.327632521489972,0.10436854646544877
