,model_id,auc,logloss
0,GBM_grid_0_AutoML_20190416_133002_model_0,0.9479549999999999,0.179831
7,DRF_0_AutoML_20190416_133002,0.939482,0.191726
8,XRT_0_AutoML_20190416_133002,0.9388,0.19683
9,DeepLearning_0_AutoML_20190416_133002,0.9371430000000001,0.209421
10,GLM_grid_0_AutoML_20190416_133002_model_0,0.933566,0.21306
