,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_auc,validation_lift,validation_classification_error
0,,2019-04-15 08:21:13,30.377 sec,0.0,,,,,,,,,,
1,,2019-04-15 08:21:13,30.593 sec,1.0,0.3278958092059447,3.4940706984634393,0.7420099296140754,7.206673520661718,0.11240671641791045,0.32568425093947734,3.4392347266888987,0.7286145924469362,4.603710163383766,0.11199364575059571
2,,2019-04-15 08:21:13,30.688 sec,2.0,0.3214248915470286,3.1253849604806914,0.7492359186641412,8.60406838354187,0.11909132629646627,0.2917248944732381,1.8056320477608314,0.7957436520690321,5.423788246137816,0.1278792692613185
3,,2019-04-15 08:21:13,30.819 sec,3.0,0.3114365603270492,2.716028489880007,0.7657082144881279,8.87046226304334,0.12018675172190635,0.2738759720904574,1.1233919407591968,0.8423317495608833,6.243663213577253,0.13550436854646544
4,,2019-04-15 08:21:13,30.938 sec,4.0,0.3033110235460412,2.353176494773606,0.7785357751846236,8.901605820893876,0.12137312689386077,0.2666470809729622,0.7653162781308863,0.8701082190469414,6.538502865329512,0.1073868149324861
5,,2019-04-15 08:21:13,31.067 sec,5.0,0.2978612839267482,2.098980072118216,0.7954315894347358,8.909567901234567,0.1280101883297314,0.26260447410327736,0.6194877408612832,0.8877805240527442,6.482136461318052,0.11405877680698967
6,,2019-04-15 08:21:14,31.219 sec,6.0,0.2901926719604482,1.8001502351327199,0.8170315715060126,8.909567901234567,0.12299306611294449,0.2583725308223011,0.4885940509408315,0.9007226292431527,6.957224723700369,0.11628276409849087
7,,2019-04-15 08:21:14,31.373 sec,7.0,0.28498859979270097,1.601171285679617,0.8287109281455323,8.909567901234567,0.12193187961794918,0.2552083867023301,0.4241768223910875,0.9088823167138761,6.871333060444808,0.10706910246227165
8,,2019-04-15 08:21:14,31.510 sec,8.0,0.28075016972527417,1.4211715091821666,0.8382264474811102,8.909567901234567,0.11956290356914781,0.25347992911775497,0.382199182569402,0.9128351352776481,6.763968481375358,0.1084988085782367
9,,2019-04-15 08:21:14,31.658 sec,9.0,0.2765027106315653,1.2404005431173208,0.8503596403718859,8.909567901234567,0.11712155317951604,0.2520363703417697,0.32520370753186945,0.9193389520480938,6.917197540823991,0.11945988880063542
10,,2019-04-15 08:21:14,31.839 sec,10.0,0.2725756058241942,1.091835367062247,0.8606926303703015,8.909567901234567,0.1161114221724524,0.25075667083322595,0.2977586434683485,0.923442920967178,7.284273749173463,0.10071485305798253
11,,2019-04-15 08:21:14,32.041 sec,11.0,0.2691745042342051,0.9864089388630641,0.870006067197911,8.909567901234567,0.11389537517861499,0.25008371543802066,0.2874047694347618,0.924467569353824,7.3437372083503885,0.1023034154090548
12,,2019-04-15 08:21:15,32.223 sec,12.0,0.26585251248395336,0.8805803363155326,0.8775163327348721,8.909567901234567,0.11313208597064756,0.24976594946363603,0.2807616177660361,0.9251228528586486,7.450168182384452,0.10579825258141382
13,,2019-04-15 08:21:15,32.418 sec,13.0,0.26311928229948706,0.7802684191978273,0.8854633458677528,8.909567901234567,0.1116976938038344,0.24894684192374883,0.26992307719110303,0.9266741597652857,7.403348586579995,0.1073868149324861
14,,2019-04-15 08:21:15,32.603 sec,14.0,0.2614298290006979,0.7207094825668395,0.8894001701356369,8.909567901234567,0.10809216461933514,0.24898020715266347,0.25536358749881294,0.9276067868941251,6.74023525863369,0.1113582208101668
15,,2019-04-15 08:21:15,32.794 sec,15.0,0.2598765466433233,0.6647607104656855,0.891966665091819,8.909567901234567,0.11208211957275628,0.24860946319413235,0.24541404494947566,0.9287802819050116,7.03892654972395,0.10023828435266084
16,,2019-04-15 08:21:15,32.985 sec,16.0,0.2584064350067795,0.6005963029143921,0.8955538964616327,8.909567901234567,0.11186217415418746,0.24819509495036582,0.24501335922362377,0.9288802382365092,7.0860622185837085,0.10659253375694996
17,,2019-04-15 08:21:16,33.197 sec,17.0,0.2564322038108497,0.5530435206512158,0.8998281183774486,8.909567901234567,0.10469952173008941,0.24788489291696927,0.23952459031510467,0.9298120974549915,7.327632521489972,0.11215250198570294
18,,2019-04-15 08:21:16,33.466 sec,18.0,0.2550782310987438,0.5260628374099617,0.9023916380714571,8.909567901234567,0.10369446177306439,0.24732829677027326,0.23823655556589282,0.9308570954661036,7.443944148815208,0.10691024622716441
19,,2019-04-15 08:21:16,33.704 sec,19.0,0.2540889455940277,0.4951497268933996,0.9047808787737297,8.909567901234567,0.10432763937493503,0.24710457393772742,0.23736230577330142,0.9313293603357918,7.300791376722609,0.10976965845909452
20,,2019-04-15 08:21:16,33.987 sec,20.0,0.25311880254755603,0.460819508244627,0.9083596236740995,8.909567901234567,0.10418543413484858,0.24686215676215137,0.22705722626581587,0.9324686833357821,7.094651384909264,0.10643367752184273
21,,2019-04-15 08:21:17,34.275 sec,21.0,0.25256123509861766,0.4321942173631818,0.9114426738934056,8.909567901234567,0.10427853802182574,0.24637420053250444,0.22630562631411258,0.9327960691180754,7.240304289922919,0.10992851469420174
22,,2019-04-15 08:21:18,35.733 sec,44.0,0.24471947456887272,0.2301893829072357,0.9332695563176762,8.909567901234567,0.10215817369314442,0.2440150561812677,0.19046824892189212,0.9372617238154086,7.443944148815208,0.10325655281969817
